Monitoring Period Date,NPDES Permit Number,Facility Name,City,State,ZIP Code,County,Total Facility Design Flow (MGD),Parameter Description,Pollutant Load (kg/period),Average Daily Load (kg/day),Average Concentration (mg/L),% Load from DMRs,% Load from Limits,Max Allowable Load (kg/period),Load Over Limit (Option 1) (kg/period),Load Over Limit (Option 2) (kg/period),Wastewater Flow (MGal/period),Average Daily Flow (MGD),Average Wastewater pH
9/30/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"BOD, carbonaceous, 05 day, 20 C",3330,111,2.875126272,100,0,17100,0,-13770,306,10.2,7.3
9/30/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Chlorine, total residual",,,,100,0,0.00592731,0,,0.18,0.006,7.9
9/30/20,VAG640065,NORTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22911,,,"Chlorine, total residual",,,,100,0,0,0,,0,0,
9/30/20,VAG640097,SOUTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22901,ALBEMARLE,,"Chlorine, total residual",,,,100,0,0.71628854,0,,17.204,0.187,7.3
9/30/20,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Chlorine, total residual",,,,100,0,0,0,,0,0,
9/30/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,E. coli,72.8991,2.42997,6,100,0,1530.8811,0,-1457.982,3.21,0.107,6.9
9/30/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,E. coli,2316.42,77.214,2,100,0,145934.46,0,-143618.04,306,10.2,7.3
9/30/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,Nitrite plus nitrate total 1 det. (as N),567.5229,18.91743,0.49,100,0,0,0,,306,10.2,
9/30/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Nitrogen, ammonia total (as N)",,,,100,0,2.52081,0,,0.18,0.006,
9/30/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, ammonia total (as N)",,,,100,0,2548.062,0,,306,10.2,
9/30/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, Kjeldahl, total (as N)",30,1,2.469166286,100,0,420,0,-390,3.21,0.107,6.9
9/30/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Kjeldahl, total (as N)",1436.1804,47.87268,1.24,100,0,0,0,,306,10.2,
9/30/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, total (as N)",2015.2854,67.17618,1.74,100,0,0,0,,306,10.2,
9/30/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, total (as P)",254.8062,8.49354,0.22,100,0,0,0,,306,10.2,
9/30/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Solids, total suspended",3,0.1,4.403346543,100,0,135,0,-132,0.18,0.006,7.9
9/30/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Solids, total suspended",60,2,4.938332572,100,0,1290,0,-1230,3.21,0.107,6.9
9/30/20,VAG840037,LUCK STONE - CHARLOTTESVILLE PLANT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",687.7345,7.475375,7.9,100,0,2611.65,0,-1923.9155,23,0.25,7.5
9/30/20,VAG640065,NORTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",,,,100,0,0,0,,0,0,
9/30/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Solids, total suspended",90,3,0.077706115,100,0,36000,0,-35910,306,10.2,7.3
9/30/20,VAG640097,SOUTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22901,ALBEMARLE,,"Solids, total suspended",390.70284,4.24677,6,100,0,1953.5142,0,-1562.81136,17.204,0.187,7.3
9/30/20,VAG110184,WILSON READY MIX-CHARLOTTESVILLE FACILITY,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",226.377822,2.4606285,33,100,0,205.79802,20.579802,20.579802,1.8124,0.0197,7.64
10/31/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"BOD, carbonaceous, 05 day, 20 C",,,,100,0,71.3,0,,0.186,0.006,
10/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"BOD, carbonaceous, 05 day, 20 C",49.6,1.6,3.644148863,100,0,682,0,-632.4,3.596,0.116,6.6
10/31/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"BOD, carbonaceous, 05 day, 20 C",2604,84,2.054895054,100,0,17670,0,-15066,334.8,10.8,7.3
10/31/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Chlorine, total residual",,,,100,0,0.006124887,0,,0.186,0.006,7.8
10/31/20,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Chlorine, total residual",,,,100,0,0,0,,0,0,
10/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,E. coli,81.66516,2.63436,6,100,0,1714.96836,0,-1633.3032,3.596,0.116,6.6
10/31/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,E. coli,1267.218,40.878,1,100,0,159669.468,0,-158402.25,334.8,10.8,7.3
10/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,Nitrite plus nitrate total 1 det. (as N),379.46139,12.24069,0.3,100,0,0,0,,334.18,10.78,
10/31/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Nitrogen, ammonia total (as N)",,,,100,0,2.604837,0,,0.186,0.006,
10/31/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, ammonia total (as N)",,,,100,0,2787.8796,0,,334.8,10.8,
10/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, Kjeldahl, total (as N)",27.9,0.9,2.049833736,100,0,434,0,-406.1,3.596,0.116,6.6
10/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Kjeldahl, total (as N)",1619.035264,52.226944,1.28,100,0,0,0,,334.18,10.78,
10/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, total (as N)",1998.496654,64.467634,1.58,100,0,0,0,,334.18,10.78,
10/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, total (as P)",164.433269,5.304299,0.13,100,0,0,0,,334.18,10.78,
10/31/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Solids, total suspended",3.1,0.1,4.403346543,100,0,139.5,0,-136.4,0.186,0.006,7.8
10/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Solids, total suspended",62,2,4.555186079,100,0,1333,0,-1271,3.596,0.116,6.6
10/31/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Solids, total suspended",713,23,0.562649836,100,0,37200,0,-36487,334.8,10.8,7.3
11/30/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"BOD, carbonaceous, 05 day, 20 C",,,,100,0,69,0,,0.12,0.004,
11/30/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"BOD, carbonaceous, 05 day, 20 C",42,1.4,2.401825387,100,0,660,0,-618,4.62,0.154,6.7
11/30/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"BOD, carbonaceous, 05 day, 20 C",1650,55,1.200912694,100,0,17100,0,-15450,363,12.1,7.3
11/30/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Chlorine, total residual",,,,100,0,0.00395154,0,,0.12,0.004,7.9
11/30/20,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Chlorine, total residual",,,,100,0,0,0,,0,0,
11/30/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,E. coli,367.2207,12.24069,21,100,0,2203.3242,0,-1836.1035,4.62,0.154,6.7
11/30/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,E. coli,1373.955,45.7985,1,100,0,173118.33,0,-171744.375,363,12.1,7.3
11/30/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,Nitrite plus nitrate total 1 det. (as N),850.44408,28.348136,0.62,100,0,0,0,,362.4,12.08,
11/30/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Nitrogen, ammonia total (as N)",,,,100,0,1.68054,0,,0.12,0.004,
11/30/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, ammonia total (as N)",274.791,9.1597,0.2,100,0,3022.701,0,-2747.91,363,12.1,
11/30/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, Kjeldahl, total (as N)",36,1.2,2.058707475,100,0,420,0,-384,4.62,0.154,6.7
11/30/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Kjeldahl, total (as N)",2263.2786,75.44262,1.65,100,0,0,0,,362.4,12.08,
11/30/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, total (as N)",3113.72268,103.790756,2.27,100,0,0,0,,362.4,12.08,
11/30/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, total (as P)",137.1684,4.57228,0.1,100,0,0,0,,362.4,12.08,
11/30/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Solids, total suspended",3,0.1,6.605019815,100,0,135,0,-132,0.12,0.004,7.9
11/30/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Solids, total suspended",30,1,1.715589562,100,0,1290,0,-1260,4.62,0.154,6.7
11/30/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Solids, total suspended",510,17,0.371191196,100,0,36000,0,-35490,363,12.1,7.3
12/31/20,VAR050965,HARRY A WRIGHT'S INC,CHARLOTTESVILLE,VA,22902,,,"Aluminum, total recoverable",0,0,1.2,100,0,0,0,0,,,
12/31/20,VAG408447,ECKFORD JASON RESIDENCE,CHARLOTTESVILLE,VA,22903,ALBEMARLE COUNTY,,"BOD, 5-day, 20 deg. C",,,,100,0,0,0,,0,0,
12/31/20,VAG408479,FADELEY THOMAS J RESIDENCE,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,,"BOD, 5-day, 20 deg. C",,,,100,0,0,0,,0,0,
12/31/20,VAG408448,GODFREY GREGORY AND SALLY RESIDENCE,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,,"BOD, 5-day, 20 deg. C",,,,100,0,0,0,,0,0,
12/31/20,VAG408417,KNIGHT ROBERT AND JESSICA RESIDENCE,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,,"BOD, 5-day, 20 deg. C",,,,100,0,0,0,,0,0,
12/31/20,VAG408435,LOFLIN LAURA RESIDENCE,CHARLOTTESVILLE,VA,22903,ALBEMARLE COUNTY,,"BOD, 5-day, 20 deg. C",,,,100,0,0,0,,0,0,
12/31/20,VAG408498,MARCUS ELIZABETH RESIDENCE,CHARLOTTESVILLE,VA,22903,ALBEMARLE COUNTY,,"BOD, 5-day, 20 deg. C",,,,100,0,0,0,,0,0,
12/31/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"BOD, carbonaceous, 05 day, 20 C",3.1,0.1,8.806693087,100,0,117.8,0,-114.7,0.093,0.003,
12/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"BOD, carbonaceous, 05 day, 20 C",55.8,1.8,2.972258917,100,0,682,0,-626.2,4.96,0.16,7
12/31/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"BOD, carbonaceous, 05 day, 20 C",2387,77,1.529583536,100,0,17670,0,-15283,412.3,13.3,7.2
12/31/20,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"BOD, carbonaceous, 05 day, 20 C",,,0,100,0,121.44,0,,0,0,
12/31/20,VAR050965,HARRY A WRIGHT'S INC,CHARLOTTESVILLE,VA,22902,,,"Cadmium, total recoverable",0,0,0,100,0,0,0,0,,,
12/31/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Chlorine, total residual",,,,100,0,0.003062444,0,,0.093,0.003,8
12/31/20,VAG640065,NORTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22911,,,"Chlorine, total residual",,,,100,0,0,0,,0,0,
12/31/20,VAG640097,SOUTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22901,ALBEMARLE,,"Chlorine, total residual",,,,100,0,0.5362588,0,,12.88,0.14,8.1
12/31/20,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Chlorine, total residual",,,,100,0,0,0,,0,0,
12/31/20,VAR050965,HARRY A WRIGHT'S INC,CHARLOTTESVILLE,VA,22902,,,"Chromium, total recoverable",0,0,0,100,0,0,0,0,,,
12/31/20,VAR050965,HARRY A WRIGHT'S INC,CHARLOTTESVILLE,VA,22902,,,"Copper, total recoverable",0,0,0.024,100,0,0,0,0,,,
12/31/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,E. coli,,,,100,0,522.21645,0,,0.093,0.003,
12/31/20,VAG408447,ECKFORD JASON RESIDENCE,CHARLOTTESVILLE,VA,22903,ALBEMARLE COUNTY,,E. coli,,,,100,0,0,0,,0,0,
12/31/20,VAG408479,FADELEY THOMAS J RESIDENCE,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,,E. coli,,,,100,0,0,0,,0,0,
12/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,E. coli,394.2456,12.7176,21,100,0,2365.4736,0,-1971.228,4.96,0.16,7
12/31/20,VAG408448,GODFREY GREGORY AND SALLY RESIDENCE,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,,E. coli,,,,100,0,0,0,,0,0,
12/31/20,VAG408417,KNIGHT ROBERT AND JESSICA RESIDENCE,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,,E. coli,,,,100,0,0,0,,0,0,
12/31/20,VAG408435,LOFLIN LAURA RESIDENCE,CHARLOTTESVILLE,VA,22903,ALBEMARLE COUNTY,,E. coli,,,,100,0,0,0,,0,0,
12/31/20,VAG408498,MARCUS ELIZABETH RESIDENCE,CHARLOTTESVILLE,VA,22903,ALBEMARLE COUNTY,,E. coli,,,,100,0,0,0,,0,0,
12/31/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,E. coli,1560.5555,50.3405,1,100,0,196629.993,0,-195069.4375,412.3,13.3,7.2
12/31/20,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,E. coli,,,,100,0,0,0,,0,0,
12/31/20,VAR050965,HARRY A WRIGHT'S INC,CHARLOTTESVILLE,VA,22902,,,"Iron, total recoverable",0,0,2.6,100,0,0,0,0,,,
12/31/20,VAR050965,HARRY A WRIGHT'S INC,CHARLOTTESVILLE,VA,22902,,,"Lead, total recoverable",0,0,0.014,100,0,0,0,0,,,
12/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,Nitrite plus nitrate total 1 det. (as N),1299.73872,3.560928,5.88,100,0,0,0,,4.96,0.16,
12/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,Nitrite plus nitrate total 1 det. (as N),2212.656496,71.376016,1.42,100,0,0,0,,411.68,13.28,
12/31/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Nitrogen, ammonia total (as N)",1.056015,0.034065,3,100,0,3.308847,0,-2.252832,0.093,0.003,
12/31/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, ammonia total (as N)",,,,100,0,10923.8885,0,,412.3,13.3,
12/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, Kjeldahl, total (as N)",37.2,1.2,1.981505945,100,0,434,0,-396.8,4.96,0.16,7
12/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Kjeldahl, total (as N)",1932.178912,62.328352,1.24,100,0,0,0,,411.68,13.28,
12/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, total (as N)",1934.135,5.299,8.75,100,0,0,0,,4.96,0.16,
12/31/20,VAR050973,IVY LANDFILL,CHARLOTTESVILLE,VA,22903-7205,ALBEMARLE,,"Nitrogen, total (as N)",,,,100,0,0,0,,,,
12/31/20,VAR050974,REPUBLIC SERVICES OF CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22902-8710,CHARLOTTESVILLE,,"Nitrogen, total (as N)",,,,100,0,0,0,,,,
12/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, total (as N)",4144.835408,133.704368,2.66,100,0,0,0,,411.68,13.28,
12/31/20,VAR050780,UNITED PARCEL SERVICE - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22901,ALBEMARLE,,"Nitrogen, total (as N)",,,,100,0,0,0,,,,
12/31/20,VAR050780,UNITED PARCEL SERVICE - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22901,ALBEMARLE,,"Nitrogen, total (as N)",,,,100,0,0,0,,,,
12/31/20,VAR051372,UNIVERSITY OF VIRGINIA PARKING AND TRANSPORTATION,CHARLOTTESVILLE,VA,22904,,,"Nitrogen, total (as N)",0,0,2.25,100,0,0,0,,,,
12/31/20,VAR052483,WASTE MANAGEMENT OF VIRGINIA INC - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22902,,,"Nitrogen, total (as N)",0,0,1.41,100,0,0,0,,,,
12/31/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, Total As N",45935.70625,125.85125,2.5,100,0,110245.695,0,-64309.98875,412.3,13.3,
12/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Total As N",33805.44218,92.6176498,1.842594615,100,0,351.6217811,0,-94536.50794,411.68,13.28,
12/31/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Nitrogen, Total As N",,,,100,0,0,0,,,,
12/31/20,VAG750045,ALBEMARLE COUNTY SCHOOLS VEHICLE MAINTENANCE FAC,CHARLOTTESVILLE,VA,22901,,,Oil & grease,0,0,0,100,0,13.46986875,0,0,0.23725,0.00065,6.83
12/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Phosphorus, total (as P)",822.28368,2.252832,3.72,100,0,0,0,,4.96,0.16,
12/31/20,VAR050973,IVY LANDFILL,CHARLOTTESVILLE,VA,22903-7205,ALBEMARLE,,"Phosphorus, total (as P)",,,,100,0,0,0,,,,
12/31/20,VAR050974,REPUBLIC SERVICES OF CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22902-8710,CHARLOTTESVILLE,,"Phosphorus, total (as P)",,,,100,0,0,0,,,,
12/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, total (as P)",249.313408,8.042368,0.16,100,0,0,0,,411.68,13.28,
12/31/20,VAR050780,UNITED PARCEL SERVICE - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22901,ALBEMARLE,,"Phosphorus, total (as P)",,,,100,0,0,0,,,,
12/31/20,VAR050780,UNITED PARCEL SERVICE - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22901,ALBEMARLE,,"Phosphorus, total (as P)",,,,100,0,0,0,,,,
12/31/20,VAR051372,UNIVERSITY OF VIRGINIA PARKING AND TRANSPORTATION,CHARLOTTESVILLE,VA,22904,,,"Phosphorus, total (as P)",0,0,0.12,100,0,0,0,,,,
12/31/20,VAR052483,WASTE MANAGEMENT OF VIRGINIA INC - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22902,,,"Phosphorus, total (as P)",0,0,0.425,100,0,0,0,,,,
12/31/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Phosphorus, Total As P",3674.8565,10.0681,0.2,100,0,9187.14125,0,-5512.28475,412.3,13.3,
12/31/20,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, Total As P",2178.231293,5.967756966,0.118726364,100,0,23.01742615,0,-6223.129252,411.68,13.28,
12/31/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Phosphorus, Total As P",,,,100,0,0,0,,,,
12/31/20,VAG750045,ALBEMARLE COUNTY SCHOOLS VEHICLE MAINTENANCE FAC,CHARLOTTESVILLE,VA,22901,,,"Solids, total suspended",1.346986875,0.003690375,1.5,100,0,53.879475,0,-52.53248812,0.23725,0.00065,6.83
12/31/20,VAG110064,ALLIED CONCRETE COMPANY - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22903-5315,CHARLOTTESVILLE CITY,,"Solids, total suspended",0,0,13,100,0,0,0,,,,9.78
12/31/20,VAG110064,ALLIED CONCRETE COMPANY - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22903-5315,CHARLOTTESVILLE CITY,,"Solids, total suspended",0,0,67.7,100,0,0,0,,,,9.87
12/31/20,VAG110064,ALLIED CONCRETE COMPANY - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22903-5315,CHARLOTTESVILLE CITY,,"Solids, total suspended",0,0,4,100,0,0,0,,,,7.98
12/31/20,VAG110064,ALLIED CONCRETE COMPANY - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22903-5315,CHARLOTTESVILLE CITY,,"Solids, total suspended",0,0,14.7,100,0,0,0,,,,9.94
12/31/20,VAR051960,CHARLOTTESVILLE AREA TRANSIT-ADMIN MAINT AND OPRTN,CHARLOTTESVILLE,VA,22902,,,"Solids, total suspended",0,0,6.4,100,0,0,0,0,,,
12/31/20,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",0,0,20,100,0,0,0,0,,,
12/31/20,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",0,0,14,100,0,0,0,0,,,
12/31/20,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",0,0,28,100,0,0,0,0,,,
12/31/20,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",0,0,34,100,0,0,0,0,,,
12/31/20,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",0,0,37,100,0,0,0,0,,,
